;Year;Player;Pos;Age;Tm;G;GS;MP;PER;TS%;3PAr;FTr;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;blanl;OWS;DWS;WS;WS/48;blank2;OBPM;DBPM;BPM;VORP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
128;1950;Leo Klier;F-G;26;FTW;66;;;;0.379;;0.368;;;;;;;;;;0.1;2.9;3;;;;;;;157;516;0.304;;;;157;516;0.304;0.304;141;190;0.742;;;;121;;;;177;455
129;1950;Duane Klueh;G;24;TOT;52;;;;0.464;;0.536;;;;;;;;;;3.4;0.3;3.7;;;;;;;159;414;0.384;;;;159;414;0.384;0.384;157;222;0.707;;;;91;;;;111;475
130;1950;Duane Klueh;G;24;DNN;33;;;;0.448;;0.507;;;;;;;;;;1.9;-0.3;1.6;;;;;;;110;302;0.364;;;;110;302;0.364;0.364;111;153;0.725;;;;63;;;;73;331
131;1950;Duane Klueh;G;24;FTW;19;;;;0.506;;0.616;;;;;;;;;;1.4;0.6;2.1;;;;;;;49;112;0.438;;;;49;112;0.438;0.438;46;69;0.667;;;;28;;;;38;144
132;1950;Lee Knorek;C;28;BLB;1;;;;0;;0;;;;;;;;;;-0.1;0;0;;;;;;;0;2;0;;;;0;2;0;0;0;0;;;;;0;;;;4;0
133;1950;Milo Komenich;F-C;29;AND;64;;;;0.326;;0.29;;;;;;;;;;-3.7;5.2;1.4;;;;;;;244;861;0.283;;;;244;861;0.283;0.283;146;250;0.584;;;;124;;;;246;634
134;1950;Leo Kubiak;G;22;WAT;62;;;;0.395;;0.297;;;;;;;;;;1.3;-0.8;0.5;;;;;;;259;794;0.326;;;;259;794;0.326;0.326;192;236;0.814;;;;201;;;;250;710
135;1950;Frank Kudelka;G-F;24;CHS;65;;;;0.367;;0.265;;;;;;;;;;-0.4;2.8;2.4;;;;;;;172;528;0.326;;;;172;528;0.326;0.326;89;140;0.636;;;;132;;;;198;433
136;1950;Walt Lautenbach;G-F;27;SHE;55;;;;0.334;;0.166;;;;;;;;;;-1.1;-0.2;-1.3;;;;;;;100;332;0.301;;;;100;332;0.301;0.301;38;55;0.691;;;;73;;;;122;238
137;1950;Tony Lavelli;F;23;BOS;56;;;;0.471;;0.452;;;;;;;;;;3.4;0.8;4.2;;;;;;;162;436;0.372;;;;162;436;0.372;0.372;168;197;0.853;;;;40;;;;107;492
138;1950;Ed Leede;F-G;22;BOS;64;;;;0.442;;0.623;;;;;;;;;;3.2;1.3;4.5;;;;;;;174;507;0.343;;;;174;507;0.343;0.343;223;316;0.706;;;;130;;;;167;571
139;1950;Andrew Levane;F-G;29;SYR;60;;;;0.365;;0.203;;;;;;;;;;-0.2;2;1.8;;;;;;;139;418;0.333;;;;139;418;0.333;0.333;54;85;0.635;;;;156;;;;106;332
140;1950;Freddie Lewis;F-G;29;TOT;34;;;;0.295;;0.174;;;;;;;;;;-1.4;0.5;-0.9;;;;;;;46;184;0.25;;;;46;184;0.25;0.25;25;32;0.781;;;;25;;;;40;117
141;1950;Freddie Lewis;F-G;29;BLB;18;;;;0.266;;0.173;;;;;;;;;;-1.1;0.2;-0.9;;;;;;;25;110;0.227;;;;25;110;0.227;0.227;13;19;0.684;;;;18;;;;23;63
142;1950;Freddie Lewis;F-G;29;PHW;16;;;;0.339;;0.176;;;;;;;;;;-0.3;0.3;0;;;;;;;21;74;0.284;;;;21;74;0.284;0.284;12;13;0.923;;;;7;;;;17;54
143;1950;Ron Livingstone;C;24;TOT;54;;;;0.341;;0.306;;;;;;;;;;-1.8;3.2;1.4;;;;;;;163;579;0.282;;;;163;579;0.282;0.282;122;177;0.689;;;;141;;;;260;448
144;1950;Ron Livingstone;C;24;BLB;16;;;;0.348;;0.451;;;;;;;;;;-0.3;0.4;0.1;;;;;;;25;102;0.245;;;;25;102;0.245;0.245;35;46;0.761;;;;24;;;;54;85
145;1950;Ron Livingstone;C;24;PHW;38;;;;0.339;;0.275;;;;;;;;;;-1.5;2.9;1.3;;;;;;;138;477;0.289;;;;138;477;0.289;0.289;87;131;0.664;;;;117;;;;206;363
146;1950;John Logan;G;29;STB;62;;;;0.419;;0.426;;;;;;;;;;3.4;0.9;4.3;;;;;;;251;759;0.331;;;;251;759;0.331;0.331;253;323;0.783;;;;240;;;;206;755
147;1950;Ray Lumpp;G;26;NYK;58;;;;0.405;;0.382;;;;;;;;;;0.9;0.8;1.7;;;;;;;91;283;0.322;;;;91;283;0.322;0.322;86;108;0.796;;;;90;;;;117;268
148;1950;Ed Macauley*;C-F;21;STB;67;;;;0.485;;0.599;;;;;;;;;;9.7;0.9;10.6;;;;;;;351;882;0.398;;;;351;882;0.398;0.398;379;528;0.718;;;;200;;;;221;1081
149;1950;Johnny Macknowski;G-F;27;SYR;59;;;;0.405;;0.384;;;;;;;;;;0.9;1.8;2.8;;;;;;;154;463;0.333;;;;154;463;0.333;0.333;131;178;0.736;;;;65;;;;128;439
150;1950;John Mahnken;C;27;TOT;62;;;;0.313;;0.232;;;;;;;;;;-2.6;1.6;-1;;;;;;;132;495;0.267;;;;132;495;0.267;0.267;77;115;0.67;;;;108;;;;231;341
151;1950;John Mahnken;C;27;FTW;2;;;;0.376;;0.375;;;;;;;;;;0;0.1;0.1;;;;;;;3;8;0.375;;;;3;8;0.375;0.375;1;3;0.333;;;;2;;;;8;7
152;1950;John Mahnken;C;27;TRI;36;;;;0.316;;0.238;;;;;;;;;;-1.6;1;-0.6;;;;;;;85;319;0.266;;;;85;319;0.266;0.266;53;76;0.697;;;;64;;;;149;223
153;1950;John Mahnken;C;27;BOS;24;;;;0.302;;0.214;;;;;;;;;;-1;0.5;-0.5;;;;;;;44;168;0.262;;;;44;168;0.262;0.262;23;36;0.639;;;;42;;;;74;111
154;1950;John Mandic;F-C;30;TOT;25;;;;0.37;;0.427;;;;;;;;;;-0.1;0.3;0.3;;;;;;;22;75;0.293;;;;22;75;0.293;0.293;22;32;0.688;;;;8;;;;54;66
155;1950;John Mandic;F-C;30;WSC;22;;;;0.396;;0.462;;;;;;;;;;0.1;0.3;0.4;;;;;;;21;65;0.323;;;;21;65;0.323;0.323;20;30;0.667;;;;7;;;;47;62
156;1950;John Mandic;F-C;30;BLB;3;;;;0.184;;0.2;;;;;;;;;;-0.2;0;-0.1;;;;;;;1;10;0.1;;;;1;10;0.1;0.1;2;2;1;;;;1;;;;7;4
157;1950;Slater Martin*;PG;24;MNL;67;;;;0.395;;0.308;;;;;;;;;;0.9;2.6;3.5;;;;;;;106;302;0.351;;;;106;302;0.351;0.351;59;93;0.634;;;;148;;;;162;271
158;1950;Ariel Maughan;F;26;STB;68;;;;0.359;;0.357;;;;;;;;;;-1.1;0.6;-0.5;;;;;;;160;574;0.279;;;;160;574;0.279;0.279;157;205;0.766;;;;101;;;;174;477
159;1950;Matt Mazza;F;26;SHE;26;;;;0.378;;0.409;;;;;;;;;;0;-0.1;0;;;;;;;33;110;0.3;;;;33;110;0.3;0.3;32;45;0.711;;;;29;;;;34;98
160;1950;Mike McCarron;G;27;TOT;8;;;;0.262;;0.333;;;;;;;;;;-0.2;0;-0.1;;;;;;;3;15;0.2;;;;3;15;0.2;0.2;3;5;0.6;;;;3;;;;5;9
161;1950;Mike McCarron;G;27;BLB;3;;;;0.316;;0.6;;;;;;;;;;0;0;0;;;;;;;1;5;0.2;;;;1;5;0.2;0.2;2;3;0.667;;;;1;;;;5;4
162;1950;Mike McCarron;G;27;STB;5;;;;0.23;;0.2;;;;;;;;;;-0.1;0;-0.1;;;;;;;2;10;0.2;;;;2;10;0.2;0.2;1;2;0.5;;;;2;;;;0;5
163;1950;Dick McGuire*;PG;24;NYK;68;;;;0.417;;0.556;;;;;;;;;;3.4;1.9;5.3;;;;;;;190;563;0.337;;;;190;563;0.337;0.337;204;313;0.652;;;;386;;;;160;584
164;1950;Bones McKinney;SF;31;WSC;53;;;;0.352;;0.241;;;;;;;;;;-1.5;1.7;0.2;;;;;;;187;631;0.296;;;;187;631;0.296;0.296;118;152;0.776;;;;88;;;;185;492
165;1950;Mal McMullen;F-C;22;INO;58;;;;0.365;;0.371;;;;;;;;;;-0.4;0.9;0.6;;;;;;;123;380;0.324;;;;123;380;0.324;0.324;77;141;0.546;;;;87;;;;212;323
166;1950;Dick Mehen;PF;27;WAT;62;;;;0.47;;0.34;;;;;;;;;;6.3;-0.7;5.6;;;;;;;347;826;0.42;;;;347;826;0.42;0.42;198;281;0.705;;;;191;;;;203;892
167;1950;Ken Menke;G;27;WAT;6;;;;0.365;;0.471;;;;;;;;;;0;0;0;;;;;;;6;17;0.353;;;;6;17;0.353;0.353;3;8;0.375;;;;7;;;;7;15
168;1950;Stan Miasek;C-F;25;CHS;68;;;;0.445;;0.478;;;;;;;;;;2.8;2.9;5.8;;;;;;;176;462;0.381;;;;176;462;0.381;0.381;146;221;0.661;;;;75;;;;264;498
169;1950;Ed Mikan;C;24;TOT;65;;;;0.361;;0.374;;;;;;;;;;-0.6;1.4;0.8;;;;;;;89;321;0.277;;;;89;321;0.277;0.277;92;120;0.767;;;;42;;;;143;270
170;1950;Ed Mikan;C;24;CHS;21;;;;0.351;;0.457;;;;;;;;;;-0.4;0.6;0.2;;;;;;;31;127;0.244;;;;31;127;0.244;0.244;45;58;0.776;;;;14;;;;48;107
171;1950;Ed Mikan;C;24;ROC;44;;;;0.368;;0.32;;;;;;;;;;-0.2;0.8;0.6;;;;;;;58;194;0.299;;;;58;194;0.299;0.299;47;62;0.758;;;;28;;;;95;163
172;1950;George Mikan*;C;25;MNL;68;;;;0.487;;0.456;;;;;;;;;;15.3;5.8;21.1;;;;;;;649;1595;0.407;;;;649;1595;0.407;0.407;567;728;0.779;;;;197;;;;297;1865
173;1950;Vern Mikkelsen*;PF;21;MNL;68;;;;0.466;;0.396;;;;;;;;;;5.6;3.6;9.2;;;;;;;288;722;0.399;;;;288;722;0.399;0.399;215;286;0.752;;;;123;;;;222;791
174;1950;Al Miksis;C;21;WAT;8;;;;0.446;;1;;;;;;;;;;0.2;0;0.1;;;;;;;5;21;0.238;;;;5;21;0.238;0.238;17;21;0.81;;;;4;;;;22;27
175;1950;Murray Mitchell;C;26;AND;2;;;;0.333;;0;;;;;;;;;;0;0;0;;;;;;;1;3;0.333;;;;1;3;0.333;0.333;0;0;;;;;2;;;;1;2
176;1950;Leo Mogus;F-C;28;PHW;64;;;;0.496;;0.691;;;;;;;;;;5.6;2.4;8;;;;;;;172;434;0.396;;;;172;434;0.396;0.396;218;300;0.727;;;;99;;;;169;562
177;1950;Max Morris;F-C;24;SHE;62;;;;0.445;;0.598;;;;;;;;;;4.4;-0.4;4.1;;;;;;;252;694;0.363;;;;252;694;0.363;0.363;277;415;0.667;;;;194;;;;172;781
178;1950;Joe Mullaney;G;24;BOS;37;;;;0.196;;0.214;;;;;;;;;;-0.9;0.3;-0.6;;;;;;;9;70;0.129;;;;9;70;0.129;0.129;12;15;0.8;;;;52;;;;30;30
179;1950;Jerry Nagel;G;21;FTW;14;;;;0.218;;0.143;;;;;;;;;;-0.3;0.2;-0.1;;;;;;;6;28;0.214;;;;6;28;0.214;0.214;1;4;0.25;;;;18;;;;11;13
180;1950;Jack Nichols;PF;23;TOT;67;;;;0.44;;0.406;;;;;;;;;;4.7;2;6.7;;;;;;;310;848;0.366;;;;310;848;0.366;0.366;259;344;0.753;;;;142;;;;179;879
181;1950;Jack Nichols;PF;23;WSC;49;;;;0.434;;0.404;;;;;;;;;;3.2;1.4;4.5;;;;;;;228;629;0.362;;;;228;629;0.362;0.362;187;254;0.736;;;;81;;;;118;643
182;1950;Jack Nichols;PF;23;TRI;18;;;;0.456;;0.411;;;;;;;;;;1.5;0.6;2.1;;;;;;;82;219;0.374;;;;82;219;0.374;0.374;72;90;0.8;;;;61;;;;61;236
183;1950;Richie Niemiera;G-F;28;TOT;60;;;;0.394;;0.397;;;;;;;;;;0.7;2.1;2.7;;;;;;;110;350;0.314;;;;110;350;0.314;0.314;104;139;0.748;;;;116;;;;77;324
184;1950;Richie Niemiera;G-F;28;FTW;31;;;;0.364;;0.353;;;;;;;;;;-0.2;1;0.8;;;;;;;59;207;0.285;;;;59;207;0.285;0.285;56;73;0.767;;;;61;;;;42;174
185;1950;Richie Niemiera;G-F;28;AND;29;;;;0.436;;0.462;;;;;;;;;;0.8;1.1;1.9;;;;;;;51;143;0.357;;;;51;143;0.357;0.357;48;66;0.727;;;;55;;;;35;150
186;1950;Paul Noel;F;25;NYK;65;;;;0.378;;0.299;;;;;;;;;;0;0.8;0.9;;;;;;;98;291;0.337;;;;98;291;0.337;0.337;53;87;0.609;;;;67;;;;132;249
187;1950;Jim Nolan;C;22;PHW;5;;;;0.19;;0;;;;;;;;;;-0.3;0.2;-0.2;;;;;;;4;21;0.19;;;;4;21;0.19;0.19;0;0;;;;;4;;;;14;8
188;1950;Johnny Norlander;F;28;WSC;40;;;;0.38;;0.29;;;;;;;;;;-0.1;0.7;0.6;;;;;;;99;293;0.338;;;;99;293;0.338;0.338;53;85;0.624;;;;33;;;;71;251
189;1950;George Nostrand;C-F;26;TOT;55;;;;0.355;;0.388;;;;;;;;;;-0.7;1.1;0.4;;;;;;;78;255;0.306;;;;78;255;0.306;0.306;56;99;0.566;;;;29;;;;118;212
190;1950;George Nostrand;C-F;26;BOS;18;;;;0.37;;0.492;;;;;;;;;;-0.1;0.3;0.2;;;;;;;36;120;0.3;;;;36;120;0.3;0.3;36;59;0.61;;;;17;;;;46;108
191;1950;George Nostrand;C-F;26;TRI;1;;;;0.492;;0.5;;;;;;;;;;0.1;0;0.1;;;;;;;5;10;0.5;;;;5;10;0.5;0.5;2;5;0.4;;;;1;;;;1;12
192;1950;George Nostrand;C-F;26;CHS;36;;;;0.328;;0.28;;;;;;;;;;-0.6;0.7;0.1;;;;;;;37;125;0.296;;;;37;125;0.296;0.296;18;35;0.514;;;;11;;;;71;92
193;1950;Mike Novak;C-F;34;TOT;60;;;;0.292;;0.315;;;;;;;;;;-1;1.6;0.6;;;;;;;37;149;0.248;;;;37;149;0.248;0.248;25;47;0.532;;;;61;;;;139;99
194;1950;Mike Novak;C-F;34;ROC;5;;;;0.131;;0.091;;;;;;;;;;-0.2;0.1;-0.1;;;;;;;1;11;0.091;;;;1;11;0.091;0.091;1;1;1;;;;4;;;;10;3
195;1950;Mike Novak;C-F;34;PHW;55;;;;0.303;;0.333;;;;;;;;;;-0.8;1.5;0.7;;;;;;;36;138;0.261;;;;36;138;0.261;0.261;24;46;0.522;;;;57;;;;129;96
196;1950;Dermie O'Connell;G;21;TOT;61;;;;0.29;;0.209;;;;;;;;;;-3.2;0.7;-2.5;;;;;;;111;425;0.261;;;;111;425;0.261;0.261;47;89;0.528;;;;91;;;;91;269
197;1950;Dermie O'Connell;G;21;BOS;37;;;;0.294;;0.211;;;;;;;;;;-1.9;0.6;-1.3;;;;;;;72;275;0.262;;;;72;275;0.262;0.262;33;58;0.569;;;;64;;;;62;177
198;1950;Dermie O'Connell;G;21;STB;24;;;;0.281;;0.207;;;;;;;;;;-1.3;0.1;-1.2;;;;;;;39;150;0.26;;;;39;150;0.26;0.26;14;31;0.452;;;;27;;;;29;92
199;1950;Andy O'Donnell;G;24;BLB;25;;;;0.388;;0.167;;;;;;;;;;0.1;0.3;0.3;;;;;;;38;108;0.352;;;;38;108;0.352;0.352;14;18;0.778;;;;17;;;;32;90
200;1950;Dick O'Keefe;G-F;26;WSC;68;;;;0.383;;0.384;;;;;;;;;;0.2;1.9;2.1;;;;;;;162;529;0.306;;;;162;529;0.306;0.306;150;203;0.739;;;;74;;;;247;474
201;1950;John Oldham;G;26;FTW;59;;;;0.364;;0.34;;;;;;;;;;-0.5;2.8;2.3;;;;;;;127;426;0.298;;;;127;426;0.298;0.298;103;145;0.71;;;;99;;;;192;357
202;1950;Gene Ollrich;G;27;WAT;14;;;;0.281;;0.194;;;;;;;;;;-0.5;-0.1;-0.6;;;;;;;17;72;0.236;;;;17;72;0.236;0.236;10;14;0.714;;;;24;;;;34;44
203;1950;Johnny Orr;F;22;TOT;34;;;;0.37;;0.119;;;;;;;;;;-0.1;0;-0.1;;;;;;;40;118;0.339;;;;40;118;0.339;0.339;12;14;0.857;;;;20;;;;34;92
204;1950;Johnny Orr;F;22;STB;21;;;;0.399;;0.149;;;;;;;;;;0.1;0.1;0.1;;;;;;;17;47;0.362;;;;17;47;0.362;0.362;6;7;0.857;;;;6;;;;19;40
205;1950;Johnny Orr;F;22;WAT;13;;;;0.351;;0.099;;;;;;;;;;-0.2;-0.1;-0.2;;;;;;;23;71;0.324;;;;23;71;0.324;0.324;6;7;0.857;;;;14;;;;15;52
206;1950;Don Otten;C;28;TOT;64;;;;0.484;;0.715;;;;;;;;;;6.7;1.8;8.5;;;;;;;242;648;0.373;;;;242;648;0.373;0.373;341;463;0.737;;;;91;;;;246;825
207;1950;Don Otten;C;28;TRI;46;;;;0.472;;0.698;;;;;;;;;;4;1.3;5.2;;;;;;;165;451;0.366;;;;165;451;0.366;0.366;226;315;0.717;;;;73;;;;180;556
208;1950;Don Otten;C;28;WSC;18;;;;0.513;;0.751;;;;;;;;;;2.8;0.5;3.3;;;;;;;77;197;0.391;;;;77;197;0.391;0.391;115;148;0.777;;;;18;;;;66;269
209;1950;Mac Otten;F-C;24;TOT;59;;;;0.372;;0.523;;;;;;;;;;-0.1;0.4;0.3;;;;;;;51;155;0.329;;;;51;155;0.329;0.329;40;81;0.494;;;;36;;;;119;142
210;1950;Mac Otten;F-C;24;TRI;12;;;;0.446;;0.647;;;;;;;;;;0.2;0.2;0.4;;;;;;;12;34;0.353;;;;12;34;0.353;0.353;15;22;0.682;;;;11;;;;27;39
211;1950;Mac Otten;F-C;24;STB;47;;;;0.35;;0.488;;;;;;;;;;-0.3;0.2;-0.1;;;;;;;39;121;0.322;;;;39;121;0.322;0.322;25;59;0.424;;;;25;;;;92;103
212;1950;Red Owens;SG;24;TOT;61;;;;0.361;;0.351;;;;;;;;;;-0.3;2;1.7;;;;;;;86;288;0.299;;;;86;288;0.299;0.299;68;101;0.673;;;;73;;;;152;240
213;1950;Red Owens;SG;24;TRI;26;;;;0.38;;0.431;;;;;;;;;;0;0.5;0.5;;;;;;;42;137;0.307;;;;42;137;0.307;0.307;40;59;0.678;;;;32;;;;65;124
214;1950;Red Owens;SG;24;AND;35;;;;0.342;;0.278;;;;;;;;;;-0.4;1.6;1.2;;;;;;;44;151;0.291;;;;44;151;0.291;0.291;28;42;0.667;;;;41;;;;87;116
215;1950;Easy Parham;F-G;28;STB;66;;;;0.362;;0.423;;;;;;;;;;-0.5;0.6;0.1;;;;;;;137;421;0.325;;;;137;421;0.325;0.325;88;178;0.494;;;;132;;;;158;362
216;1950;Jack Parkinson;G;25;INO;4;;;;0.121;;0.083;;;;;;;;;;-0.2;0;-0.2;;;;;;;1;12;0.083;;;;1;12;0.083;0.083;1;1;1;;;;2;;;;3;3
217;1950;Charlie Parsley;G;24;PHW;9;;;;0.323;;0.226;;;;;;;;;;-0.1;0.1;0;;;;;;;8;31;0.258;;;;8;31;0.258;0.258;6;7;0.857;;;;8;;;;7;22
218;1950;Stan Patrick;F-G;27;TOT;53;;;;0.447;;0.5;;;;;;;;;;1.9;-0.2;1.6;;;;;;;116;294;0.395;;;;116;294;0.395;0.395;89;147;0.605;;;;74;;;;76;321
219;1950;Stan Patrick;F-G;27;WAT;34;;;;0.486;;0.578;;;;;;;;;;1.9;-0.2;1.7;;;;;;;79;187;0.422;;;;79;187;0.422;0.422;70;108;0.648;;;;41;;;;43;228
220;1950;Stan Patrick;F-G;27;SHE;19;;;;0.375;;0.364;;;;;;;;;;0;-0.1;-0.1;;;;;;;37;107;0.346;;;;37;107;0.346;0.346;19;39;0.487;;;;33;;;;33;93
221;1950;Johnny Payak;SG;23;TOT;52;;;;0.389;;0.523;;;;;;;;;;0.5;-0.1;0.4;;;;;;;98;331;0.296;;;;98;331;0.296;0.296;121;173;0.699;;;;86;;;;113;317
222;1950;Johnny Payak;SG;23;PHW;17;;;;0.449;;0.656;;;;;;;;;;0.2;0.2;0.5;;;;;;;12;32;0.375;;;;12;32;0.375;0.375;13;21;0.619;;;;8;;;;18;37
223;1950;Johnny Payak;SG;23;WAT;35;;;;0.383;;0.508;;;;;;;;;;0.2;-0.3;-0.1;;;;;;;86;299;0.288;;;;86;299;0.288;0.288;108;152;0.711;;;;78;;;;95;280
224;1950;Warren Perkins;G-F;27;TRI;60;;;;0.365;;0.462;;;;;;;;;;-0.4;1.7;1.3;;;;;;;128;422;0.303;;;;128;422;0.303;0.303;115;195;0.59;;;;114;;;;260;371
225;1950;Ed Peterson;C;25;SYR;62;;;;0.472;;0.474;;;;;;;;;;3;2.1;5.1;;;;;;;167;390;0.428;;;;167;390;0.428;0.428;111;185;0.6;;;;33;;;;198;445
226;1950;Jack Phelan;F;24;TOT;55;;;;0.367;;0.336;;;;;;;;;;-0.3;-0.3;-0.5;;;;;;;87;268;0.325;;;;87;268;0.325;0.325;52;90;0.578;;;;57;;;;151;226
227;1950;Jack Phelan;F;24;WAT;15;;;;0.383;;0.348;;;;;;;;;;0;-0.1;-0.1;;;;;;;24;69;0.348;;;;24;69;0.348;0.348;13;24;0.542;;;;16;;;;48;61
228;1950;Jack Phelan;F;24;SHE;40;;;;0.362;;0.332;;;;;;;;;;-0.3;-0.1;-0.4;;;;;;;63;199;0.317;;;;63;199;0.317;0.317;39;66;0.591;;;;41;;;;103;165
229;1950;Andy Phillip*;G-F;27;CHS;65;;;;0.406;;0.332;;;;;;;;;;3.1;4.6;7.7;;;;;;;284;814;0.349;;;;284;814;0.349;0.349;190;270;0.704;;;;377;;;;210;758
230;1950;Jim Pollard*;SF;27;MNL;66;;;;0.39;;0.212;;;;;;;;;;1.2;4.1;5.4;;;;;;;394;1140;0.346;;;;394;1140;0.346;0.346;185;242;0.764;;;;252;;;;143;973
231;1950;John Pritchard;C;23;WAT;7;;;;0.325;;0.379;;;;;;;;;;-0.1;0;-0.2;;;;;;;9;29;0.31;;;;9;29;0.31;0.31;4;11;0.364;;;;8;;;;14;22
232;1950;Les Pugh;C-F;26;BLB;56;;;;0.377;;0.498;;;;;;;;;;-0.2;0.7;0.6;;;;;;;68;273;0.249;;;;68;273;0.249;0.249;115;136;0.846;;;;16;;;;118;251
233;1950;Don Putman;G;27;STB;57;;;;0.303;;0.26;;;;;;;;;;-1.1;0.4;-0.7;;;;;;;51;200;0.255;;;;51;200;0.255;0.255;33;52;0.635;;;;90;;;;116;135
234;1950;George Ratkovicz;PF;27;SYR;62;;;;0.452;;0.793;;;;;;;;;;3.4;2.6;6;;;;;;;162;439;0.369;;;;162;439;0.369;0.369;211;348;0.606;;;;124;;;;201;535
235;1950;Don Ray;F-C;28;TRI;61;;;;0.388;;0.37;;;;;;;;;;0.2;1.1;1.3;;;;;;;130;403;0.323;;;;130;403;0.323;0.323;104;149;0.698;;;;60;;;;147;364
236;1950;Chick Reiser;G-F;35;WSC;67;;;;0.4;;0.393;;;;;;;;;;1.7;2.2;3.9;;;;;;;197;646;0.305;;;;197;646;0.305;0.305;212;254;0.835;;;;174;;;;223;606
237;1950;Arnie Risen*;C;25;ROC;62;;;;0.423;;0.537;;;;;;;;;;2.4;2.2;4.6;;;;;;;206;598;0.344;;;;206;598;0.344;0.344;213;321;0.664;;;;92;;;;228;625
238;1950;Tex Ritter;G-F;25;NYK;62;;;;0.434;;0.593;;;;;;;;;;1.6;0.7;2.3;;;;;;;100;297;0.337;;;;100;297;0.337;0.337;125;176;0.71;;;;51;;;;101;325
239;1950;Bill Roberts;C;24;STB;67;;;;0.38;;0.176;;;;;;;;;;-0.1;0.3;0.2;;;;;;;77;222;0.347;;;;77;222;0.347;0.347;28;39;0.718;;;;24;;;;90;182
240;1950;Red Rocha;C;26;STB;65;;;;0.471;;0.461;;;;;;;;;;6.2;0.8;7;;;;;;;275;679;0.405;;;;275;679;0.405;0.405;220;313;0.703;;;;155;;;;257;770
241;1950;Kenny Rollins;PG;26;CHS;66;;;;0.385;;0.211;;;;;;;;;;0.4;2.2;2.6;;;;;;;144;421;0.342;;;;144;421;0.342;0.342;66;89;0.742;;;;131;;;;129;354
242;1950;Bob Royer;G;22;DNN;42;;;;0.384;;0.251;;;;;;;;;;0.3;-0.3;0;;;;;;;78;231;0.338;;;;78;231;0.338;0.338;41;58;0.707;;;;85;;;;72;197
243;1950;Jerry Rullo;G;26;PHW;4;;;;0.371;;0.111;;;;;;;;;;0;0;0;;;;;;;3;9;0.333;;;;3;9;0.333;0.333;1;1;1;;;;2;;;;2;7
244;1950;Ed Sadowski;C;32;TOT;69;;;;0.401;;0.405;;;;;;;;;;1.8;2.5;4.3;;;;;;;299;922;0.324;;;;299;922;0.324;0.324;274;373;0.735;;;;136;;;;244;872
245;1950;Ed Sadowski;C;32;PHW;17;;;;0.392;;0.49;;;;;;;;;;0.3;0.9;1.2;;;;;;;47;153;0.307;;;;47;153;0.307;0.307;52;75;0.693;;;;39;;;;63;146
246;1950;Ed Sadowski;C;32;BLB;52;;;;0.403;;0.388;;;;;;;;;;1.5;1.6;3.1;;;;;;;252;769;0.328;;;;252;769;0.328;0.328;222;298;0.745;;;;97;;;;181;726
247;1950;Kenny Sailors;G;29;DNN;57;;;;0.431;;0.483;;;;;;;;;;4.8;-1;3.7;;;;;;;329;944;0.349;;;;329;944;0.349;0.349;329;456;0.721;;;;229;;;;242;987
248;1950;Pep Saul;SG;25;ROC;49;;;;0.447;;0.257;;;;;;;;;;1;0.5;1.5;;;;;;;74;183;0.404;;;;74;183;0.404;0.404;34;47;0.723;;;;28;;;;33;182
249;1950;Herm Schaefer;G-F;31;MNL;65;;;;0.46;;0.322;;;;;;;;;;2.9;2.4;5.4;;;;;;;122;314;0.389;;;;122;314;0.389;0.389;86;101;0.851;;;;203;;;;104;330
250;1950;Marv Schatzman;F;22;BLB;34;;;;0.293;;0.287;;;;;;;;;;-1.3;0.4;-0.9;;;;;;;43;174;0.247;;;;43;174;0.247;0.247;29;50;0.58;;;;38;;;;49;115
251;1950;Fred Schaus;F;24;FTW;68;;;;0.426;;0.331;;;;;;;;;;4;4.3;8.4;;;;;;;351;996;0.352;;;;351;996;0.352;0.352;270;330;0.818;;;;176;;;;232;972
252;1950;Dolph Schayes*;F-C;21;SYR;64;;;;0.48;;0.538;;;;;;;;;;8.8;4;12.8;;;;;;;348;903;0.385;;;;348;903;0.385;0.385;376;486;0.774;;;;259;;;;225;1072
253;1950;Milt Schoon;C;27;SHE;62;;;;0.498;;0.82;;;;;;;;;;4.3;-0.3;4;;;;;;;150;366;0.41;;;;150;366;0.41;0.41;196;300;0.653;;;;84;;;;190;496
254;1950;Howie Schultz;PF;27;TOT;67;;;;0.348;;0.42;;;;;;;;;;-1.6;4.6;3;;;;;;;179;671;0.267;;;;179;671;0.267;0.267;196;282;0.695;;;;169;;;;244;554
255;1950;Howie Schultz;PF;27;AND;35;;;;0.366;;0.506;;;;;;;;;;-0.2;2.6;2.5;;;;;;;83;316;0.263;;;;83;316;0.263;0.263;117;160;0.731;;;;88;;;;125;283
256;1950;Howie Schultz;PF;27;FTW;32;;;;0.332;;0.344;;;;;;;;;;-1.4;2;0.5;;;;;;;96;355;0.27;;;;96;355;0.27;0.27;79;122;0.648;;;;81;;;;119;271
257;1950;Dick Schulz;F-G;33;TOT;50;;;;0.401;;0.519;;;;;;;;;;0.6;0.2;0.8;;;;;;;63;212;0.297;;;;63;212;0.297;0.297;83;110;0.755;;;;66;;;;106;209
